"Date","Price","Open","High","Low","Vol.","Change %"
"11/16/2023","1,239.39","1,238.31","1,242.68","1,233.17","21.33M","0.05%"
"11/15/2023","1,238.76","1,236.93","1,240.61","1,231.29","20.51M","0.28%"
"11/14/2023","1,235.27","1,207.15","1,236.13","1,205.45","33.46M","2.47%"
"11/13/2023","1,205.55","1,204.45","1,208.02","1,196.46","249.21M","0.21%"
"11/10/2023","1,203.08","1,216.93","1,217.17","1,199.18","17.02M","-1.23%"
"11/09/2023","1,218.07","1,227.88","1,230.76","1,213.38","18.41M","-0.75%"
"11/08/2023","1,227.27","1,230.11","1,233.29","1,222.28","12.50M","-0.13%"
"11/07/2023","1,228.87","1,236.38","1,240.75","1,225.83","17.16M","-0.69%"
"11/06/2023","1,237.37","1,226.85","1,237.38","1,226.85","14.17M","1.44%"
"11/03/2023","1,219.77","1,226.81","1,234.54","1,217.25","20.63M","-0.02%"
"11/02/2023","1,219.99","1,200.52","1,219.99","1,199.66","19.64M","1.96%"
"11/01/2023","1,196.48","1,195.38","1,199.64","1,188.10","12.14M","0.28%"
"10/31/2023","1,193.10","1,185.40","1,195.26","1,185.40","15.27M","0.57%"
"10/30/2023","1,186.38","1,183.40","1,186.79","1,179.13","14.48M","0.64%"
"10/27/2023","1,178.79","1,179.88","1,189.66","1,174.95","14.42M","0.12%"
"10/26/2023","1,177.39","1,178.03","1,180.62","1,167.38","23.36M","-0.66%"
"10/25/2023","1,185.24","1,198.32","1,199.65","1,184.34","16.23M","-0.95%"
"10/24/2023","1,196.56","1,180.11","1,198.17","1,178.91","33.10M","1.95%"
"10/23/2023","1,173.70","1,179.43","1,189.52","1,171.99","21.41M","-0.10%"
"10/20/2023","1,174.91","1,171.50","1,177.31","1,166.48","19.72M","-0.31%"
"10/19/2023","1,178.59","1,175.87","1,185.03","1,172.44","15.48M","-0.02%"
"10/18/2023","1,178.88","1,165.65","1,183.57","1,163.77","20.78M","0.78%"
"10/17/2023","1,169.79","1,176.15","1,192.10","1,165.63","13.03M","-0.34%"
"10/16/2023","1,173.76","1,165.42","1,177.33","1,161.22","13.01M","0.35%"
"10/13/2023","1,169.66","1,179.46","1,183.11","1,160.85","16.58M","-1.07%"
"10/12/2023","1,182.31","1,181.59","1,206.94","1,179.04","26.08M","0.56%"
"10/11/2023","1,175.78","1,158.35","1,178.96","1,157.98","24.09M","1.55%"
"10/10/2023","1,157.85","1,118.16","1,163.15","1,118.16","28.03M","4.19%"
"10/09/2023","1,111.29","1,125.79","1,127.89","1,105.15","80.83M","-2.26%"
"10/06/2023","1,136.93","1,154.44","1,163.80","1,135.32","22.15M","-1.48%"
"10/05/2023","1,154.02","1,171.06","1,174.83","1,154.02","15.27M","-1.38%"
"10/04/2023","1,170.13","1,163.21","1,174.41","1,157.24","20.45M","0.14%"
"10/03/2023","1,168.45","1,188.97","1,195.78","1,166.89","19.07M","-1.96%"
"10/02/2023","1,191.77","1,210.30","1,217.28","1,191.65","12.67M","-1.45%"
"09/29/2023","1,209.34","1,195.53","1,211.47","1,193.25","17.45M","1.34%"
"09/28/2023","1,193.32","1,203.92","1,208.70","1,187.04","19.84M","-0.90%"
"09/27/2023","1,204.11","1,218.95","1,228.02","1,196.57","19.57M","-1.27%"
"09/26/2023","1,219.57","1,210.83","1,223.42","1,209.44","15.76M","0.31%"
"09/25/2023","1,215.80","1,223.40","1,240.26","1,215.80","23.24M","-0.16%"
"09/22/2023","1,217.75","1,200.58","1,219.69","1,200.58","22.06M","1.48%"
"09/21/2023","1,200.04","1,199.10","1,205.42","1,182.89","28.34M","-0.02%"
"09/20/2023","1,200.31","1,228.81","1,237.31","1,197.45","34.16M","-2.24%"
"09/19/2023","1,227.78","1,250.55","1,258.49","1,219.92","24.21M","-1.91%"
"09/18/2023","1,251.66","1,263.08","1,267.53","1,249.53","39.38M","-0.55%"
"09/15/2023","1,258.58","1,240.08","1,261.07","1,240.08","39.54M","2.01%"
"09/14/2023","1,233.81","1,223.89","1,233.81","1,213.64","22.85M","0.70%"
"09/13/2023","1,225.25","1,247.76","1,248.90","1,219.34","27.75M","-1.73%"
"09/12/2023","1,246.88","1,252.15","1,257.09","1,236.44","25.88M","-0.30%"
"09/11/2023","1,250.59","1,273.76","1,282.65","1,247.02","22.85M","-0.71%"
"09/08/2023","1,259.50","1,248.14","1,262.50","1,234.02","23.74M","0.96%"
"09/07/2023","1,247.51","1,275.35","1,275.81","1,241.66","28.67M","-2.04%"
"09/06/2023","1,273.48","1,276.96","1,279.42","1,266.44","19.10M","-0.24%"
"09/05/2023","1,276.52","1,268.23","1,281.57","1,260.12","26.05M","0.73%"
"09/04/2023","1,267.33","1,302.03","1,305.35","1,267.33","24.29M","-2.47%"
"09/01/2023","1,299.47","1,315.37","1,316.30","1,296.59","19.00M","-0.99%"
"08/31/2023","1,312.49","1,320.36","1,323.61","1,311.73","101.01M","-0.34%"
"08/30/2023","1,316.94","1,317.98","1,322.31","1,314.49","22.33M","-0.11%"
"08/29/2023","1,318.34","1,316.13","1,324.85","1,316.13","15.75M","0.16%"
"08/28/2023","1,316.27","1,304.48","1,317.98","1,304.48","13.61M","1.27%"
"08/25/2023","1,299.76","1,294.75","1,302.40","1,289.95","11.49M","0.30%"
"08/24/2023","1,295.91","1,300.21","1,302.12","1,292.98","12.87M","0.17%"
"08/23/2023","1,293.73","1,301.82","1,309.90","1,292.34","15.89M","-0.52%"
"08/22/2023","1,300.47","1,289.44","1,306.32","1,289.44","19.69M","1.18%"
"08/21/2023","1,285.27","1,264.47","1,294.71","1,264.47","19.10M","1.74%"
"08/18/2023","1,263.34","1,280.83","1,281.57","1,262.68","22.21M","-1.57%"
"08/17/2023","1,283.43","1,278.68","1,285.41","1,277.96","18.46M","0.27%"
"08/16/2023","1,279.96","1,275.39","1,286.76","1,267.52","17.21M","0.09%"
"08/14/2023","1,278.87","1,280.40","1,284.75","1,264.22","19.25M","-0.62%"
"08/11/2023","1,286.86","1,313.20","1,313.20","1,281.88","23.46M","-2.01%"
"08/10/2023","1,313.20","1,317.42","1,318.96","1,307.01","18.87M","-0.30%"
"08/09/2023","1,317.18","1,315.59","1,321.73","1,313.68","15.74M","0.46%"
"08/08/2023","1,311.19","1,317.08","1,321.63","1,311.07","15.26M","-0.72%"
"08/07/2023","1,320.65","1,322.62","1,326.56","1,316.28","15.74M","0.09%"
"08/04/2023","1,319.52","1,317.33","1,324.14","1,317.33","17.18M","0.40%"
"08/03/2023","1,314.31","1,305.37","1,316.06","1,298.97","18.61M","0.65%"
"08/02/2023","1,305.85","1,309.96","1,309.96","1,281.70","30.84M","-1.39%"
"08/01/2023","1,324.28","1,339.36","1,344.30","1,318.11","27.37M","-0.84%"
"07/31/2023","1,335.48","1,336.37","1,344.55","1,335.48","21.44M","0.12%"
"07/28/2023","1,333.86","1,345.67","1,346.18","1,327.28","18.75M","-0.87%"
"07/27/2023","1,345.63","1,344.61","1,351.68","1,344.47","21.28M","0.08%"
"07/26/2023","1,344.55","1,348.07","1,349.31","1,340.62","21.68M","-0.10%"
"07/25/2023","1,345.95","1,340.72","1,349.67","1,340.05","21.71M","0.64%"
"07/24/2023","1,337.42","1,337.54","1,342.22","1,333.92","15.32M","-0.13%"
"07/21/2023","1,339.18","1,339.29","1,344.21","1,335.92","18.07M","0.09%"
"07/20/2023","1,338.03","1,333.28","1,340.21","1,330.56","18.11M","0.48%"
"07/19/2023","1,331.62","1,320.15","1,334.55","1,319.65","25.96M","1.20%"
"07/18/2023","1,315.89","1,303.61","1,318.58","1,301.55","26.78M","0.93%"
"07/17/2023","1,303.79","1,326.55","1,326.55","1,300.70","17.44M","-1.65%"
"07/14/2023","1,325.61","1,323.41","1,327.87","1,319.46","19.32M","0.34%"
"07/13/2023","1,321.15","1,326.84","1,327.26","1,316.92","19.65M","-0.19%"
"07/12/2023","1,323.61","1,321.60","1,326.20","1,313.81","27.82M","0.48%"
"07/11/2023","1,317.35","1,294.27","1,320.42","1,294.21","31.19M","2.05%"
"07/10/2023","1,290.90","1,281.11","1,293.46","1,278.47","20.09M","0.99%"
"07/07/2023","1,278.30","1,280.88","1,286.02","1,273.15","17.25M","-0.09%"
"07/06/2023","1,279.40","1,289.07","1,289.07","1,274.23","18.60M","-1.23%"
"07/05/2023","1,295.30","1,295.26","1,300.87","1,287.64","22.14M","-0.34%"
"07/04/2023","1,299.78","1,293.70","1,300.70","1,288.44","18.30M","0.55%"
"07/03/2023","1,292.72","1,287.11","1,292.99","1,282.89","21.42M","1.10%"
"06/30/2023","1,278.61","1,281.80","1,287.58","1,273.70","23.33M","0.26%"
"06/29/2023","1,275.26","1,251.97","1,277.37","1,251.42","37.33M","2.25%"
"06/28/2023","1,247.20","1,238.19","1,248.00","1,238.19","37.57M","0.97%"
"06/27/2023","1,235.27","1,234.40","1,242.45","1,227.54","31.27M","0.12%"
"06/26/2023","1,233.74","1,269.46","1,269.95","1,231.03","45.50M","-2.76%"
"06/23/2023","1,268.71","1,263.13","1,273.70","1,263.13","42.30M","0.45%"
"06/22/2023","1,263.03","1,272.23","1,272.23","1,260.74","35.60M","-0.74%"
"06/21/2023","1,272.49","1,267.71","1,277.41","1,266.02","32.68M","0.60%"
"06/20/2023","1,264.96","1,267.06","1,267.43","1,253.98","22.71M","-0.28%"
"06/19/2023","1,268.52","1,276.73","1,279.48","1,268.52","17.79M","-0.71%"
"06/16/2023","1,277.56","1,269.31","1,280.16","1,268.37","42.47M","0.67%"
"06/15/2023","1,269.07","1,274.72","1,276.26","1,263.39","21.17M","-0.43%"
"06/14/2023","1,274.54","1,269.10","1,276.81","1,267.17","21.93M","0.65%"
"06/13/2023","1,266.31","1,267.65","1,268.28","1,257.21","20.54M","0.23%"
"06/12/2023","1,263.38","1,267.06","1,273.51","1,263.38","37.60M","0.14%"
"06/09/2023","1,261.67","1,258.92","1,268.81","1,255.03","36.70M","0.28%"
"06/08/2023","1,258.17","1,251.35","1,258.17","1,245.02","43.57M","0.60%"
"06/07/2023","1,250.61","1,247.08","1,257.18","1,243.69","59.34M","0.47%"
"06/06/2023","1,244.75","1,218.33","1,244.75","1,218.33","35.33M","2.21%"
"06/02/2023","1,217.86","1,212.85","1,219.39","1,210.92","21.38M","0.73%"
"06/01/2023","1,209.05","1,222.72","1,231.10","1,209.05","24.12M","-0.79%"
"05/31/2023","1,218.65","1,226.78","1,226.78","1,216.08","54.38M","-0.52%"
"05/30/2023","1,225.07","1,237.76","1,239.49","1,220.56","19.47M","-0.90%"
"05/29/2023","1,236.20","1,228.25","1,240.22","1,220.99","20.99M","1.25%"
"05/26/2023","1,220.89","1,208.21","1,226.19","1,208.21","40.72M","1.54%"
"05/25/2023","1,202.43","1,192.62","1,208.02","1,189.76","28.16M","0.89%"
"05/24/2023","1,191.83","1,202.92","1,202.92","1,190.36","37.68M","-1.12%"
"05/23/2023","1,205.30","1,205.95","1,219.07","1,199.80","59.32M","0.33%"
"05/22/2023","1,201.32","1,137.73","1,217.04","1,137.71","101.81M","6.09%"
"05/19/2023","1,132.34","1,129.59","1,134.50","1,126.08","25.68M","0.19%"
"05/18/2023","1,130.14","1,135.54","1,139.51","1,130.14","16.34M","-0.37%"
"05/17/2023","1,134.36","1,135.72","1,139.84","1,133.00","21.34M","-0.18%"
"05/16/2023","1,136.44","1,122.53","1,137.65","1,116.33","27.11M","1.32%"
"05/15/2023","1,121.65","1,123.63","1,131.35","1,121.60","17.81M","-0.10%"
"05/12/2023","1,122.75","1,122.41","1,127.27","1,117.51","16.53M","0.03%"
"05/11/2023","1,122.41","1,133.10","1,135.50","1,120.70","21.15M","-0.78%"
"05/10/2023","1,131.21","1,123.48","1,132.05","1,122.60","22.40M","0.71%"
"05/09/2023","1,123.20","1,126.37","1,128.26","1,119.46","23.70M","0.12%"
"05/08/2023","1,121.90","1,114.23","1,125.23","1,112.78","20.89M","0.96%"
"05/05/2023","1,111.24","1,101.14","1,113.88","1,101.14","21.75M","1.15%"
"05/04/2023","1,098.57","1,092.18","1,102.44","1,092.18","17.95M","0.24%"
"05/03/2023","1,095.96","1,087.95","1,096.68","1,087.39","15.40M","0.78%"
"05/02/2023","1,087.49","1,085.58","1,088.46","1,075.66","19.33M","0.22%"
"04/28/2023","1,085.11","1,097.61","1,100.05","1,083.90","17.38M","-0.99%"
"04/27/2023","1,096.01","1,094.47","1,098.65","1,093.03","11.86M","-0.04%"
"04/26/2023","1,096.42","1,088.07","1,096.42","1,079.13","18.47M","0.54%"
"04/25/2023","1,090.53","1,101.89","1,102.54","1,089.09","24.59M","-1.35%"
"04/24/2023","1,105.42","1,113.08","1,115.90","1,101.87","13.52M","-0.53%"
"04/21/2023","1,111.33","1,107.44","1,112.00","1,103.73","28.48M","0.43%"
"04/20/2023","1,106.57","1,107.63","1,111.37","1,101.45","97.15M","-0.41%"
"04/19/2023","1,111.11","1,122.27","1,122.83","1,106.73","111.46M","-0.82%"
"04/18/2023","1,120.29","1,111.80","1,122.88","1,111.46","53.78M","1.59%"
"04/13/2023","1,102.79","1,101.26","1,103.65","1,097.53","28.76M","0.63%"
"04/12/2023","1,095.91","1,097.08","1,101.19","1,094.48","24.14M","0.29%"
"04/11/2023","1,092.75","1,080.36","1,093.29","1,080.31","32.96M","1.75%"
"04/06/2023","1,074.00","1,069.61","1,077.03","1,069.61","13.19M","0.40%"
"04/05/2023","1,069.73","1,066.39","1,071.32","1,063.65","27.18M","0.04%"
"04/04/2023","1,069.32","1,068.97","1,079.82","1,068.46","28.86M","0.10%"
"04/03/2023","1,068.24","1,056.90","1,070.85","1,056.90","22.29M","1.29%"
"03/31/2023","1,054.59","1,046.32","1,056.24","1,044.80","25.45M","0.84%"
"03/30/2023","1,045.84","1,039.31","1,046.60","1,039.22","24.55M","1.47%"
"03/29/2023","1,030.65","1,022.74","1,031.97","1,014.84","29.29M","0.70%"
"03/28/2023","1,023.44","1,039.07","1,041.64","1,019.70","21.97M","-1.19%"
"03/27/2023","1,035.72","1,026.33","1,037.22","1,025.01","15.86M","1.43%"
"03/24/2023","1,021.16","1,050.78","1,051.32","1,019.30","35.22M","-2.97%"
"03/23/2023","1,052.43","1,044.08","1,052.50","1,039.07","20.99M","0.71%"
"03/22/2023","1,044.96","1,054.94","1,060.90","1,044.31","25.85M","-0.45%"
"03/21/2023","1,049.70","1,035.27","1,049.70","1,034.42","34.07M","2.16%"
"03/20/2023","1,027.47","1,013.16","1,027.47","998.29","41.24M","0.71%"
"03/17/2023","1,020.19","1,038.46","1,045.72","1,017.93","60.86M","-1.14%"
"03/16/2023","1,031.91","1,030.82","1,045.78","1,016.04","47.51M","0.65%"
"03/15/2023","1,025.22","1,078.96","1,078.96","1,023.69","64.76M","-4.55%"
"03/14/2023","1,074.07","1,051.09","1,076.62","1,042.89","41.96M","2.34%"
"03/13/2023","1,049.55","1,044.76","1,049.97","1,025.17","62.68M","-0.64%"
"03/10/2023","1,056.26","1,077.19","1,077.19","1,053.23","46.22M","-2.49%"
"03/09/2023","1,083.22","1,081.17","1,094.16","1,079.08","28.28M","0.64%"
"03/08/2023","1,076.36","1,076.01","1,082.81","1,069.42","37.28M","-0.22%"
"03/07/2023","1,078.69","1,074.92","1,089.95","1,059.83","47.41M","-0.32%"
"03/06/2023","1,082.10","1,107.45","1,108.89","1,075.32","52.46M","-2.92%"
"03/03/2023","1,114.68","1,120.26","1,125.00","1,103.88","25.80M","-0.37%"
"03/02/2023","1,118.79","1,119.97","1,120.21","1,102.94","37.35M","-1.26%"
"03/01/2023","1,133.11","1,128.81","1,140.96","1,122.66","34.32M","0.34%"
"02/28/2023","1,129.25","1,116.02","1,129.25","1,113.92","58.90M","1.43%"
"02/24/2023","1,113.36","1,120.51","1,123.04","1,111.86","32.17M","-0.53%"
"02/23/2023","1,119.25","1,106.98","1,119.25","1,102.68","38.29M","1.63%"
"02/22/2023","1,101.30","1,116.95","1,121.83","1,101.30","33.29M","-1.82%"
"02/21/2023","1,121.74","1,122.29","1,122.68","1,110.25","33.29M","-0.13%"
"02/20/2023","1,123.23","1,105.52","1,123.23","1,105.52","42.53M","1.86%"
"02/17/2023","1,102.76","1,089.98","1,104.40","1,081.42","36.48M","1.02%"
"02/16/2023","1,091.62","1,095.50","1,098.87","1,088.98","24.16M","-0.14%"
"02/15/2023","1,093.15","1,094.73","1,103.62","1,079.73","41.92M","-0.07%"
"02/14/2023","1,093.97","1,096.65","1,098.38","1,086.54","42.21M","0.10%"
"02/13/2023","1,092.91","1,071.25","1,095.14","1,069.95","48.14M","2.32%"
"02/10/2023","1,068.12","1,075.78","1,080.07","1,058.80","64.55M","-0.63%"
"02/09/2023","1,074.87","1,066.18","1,080.71","1,062.16","122.84M","0.98%"
"02/08/2023","1,064.43","1,043.81","1,064.43","1,043.81","84.73M","2.20%"
"02/07/2023","1,041.51","1,034.10","1,045.63","1,033.38","57.28M","0.82%"
"02/06/2023","1,033.02","1,033.11","1,037.66","1,027.39","63.46M","-0.04%"
"02/03/2023","1,033.44","1,028.56","1,036.42","1,025.76","58.27M","0.37%"
"02/02/2023","1,029.68","1,031.48","1,035.54","1,022.30","67.11M","0.24%"
"02/01/2023","1,027.25","1,026.15","1,031.07","1,021.16","47.58M","0.43%"
"01/31/2023","1,022.82","1,024.33","1,028.58","1,017.96","59.60M","-0.19%"
"01/30/2023","1,024.75","1,017.18","1,024.76","1,014.37","27.44M","0.91%"
"01/27/2023","1,015.48","1,009.59","1,015.60","1,007.00","26.03M","1.14%"
"01/26/2023","1,004.00","997.47","1,009.33","997.47","29.01M","1.02%"
"01/25/2023","993.86","994.45","1,000.49","987.07","29.85M","-0.01%"
"01/24/2023","993.91","999.49","1,004.95","992.83","35.40M","-0.39%"
"01/23/2023","997.81","982.79","999.67","982.25","38.31M","1.92%"
"01/20/2023","979.06","968.75","979.06","968.75","20.50M","1.17%"
"01/19/2023","967.76","985.62","985.62","966.12","43.21M","-2.20%"
"01/18/2023","989.58","988.24","992.64","985.47","69.20M","0.26%"
"01/17/2023","987.01","982.94","989.84","979.23","47.92M","0.59%"
"01/16/2023","981.26","971.04","981.74","970.18","44.38M","1.33%"
"01/13/2023","968.38","964.26","969.80","962.51","25.77M","0.43%"
"01/12/2023","964.26","965.10","966.08","960.96","23.91M","0.06%"
"01/11/2023","963.70","962.40","966.75","958.68","26.23M","0.15%"
"01/10/2023","962.22","960.34","964.03","956.85","31.96M","-0.06%"
"01/09/2023","962.84","953.59","963.13","953.59","42.22M","1.20%"
"01/05/2023","951.45","945.65","951.56","943.84","24.05M","0.57%"
"01/04/2023","946.10","942.97","949.68","942.97","18.26M","0.24%"
"01/03/2023","943.82","939.43","944.36","936.79","17.00M","0.82%"
"01/02/2023","936.15","932.83","938.09","930.38","9.45M","0.68%"
"12/30/2022","929.79","919.05","929.90","919.05","13.15M","0.97%"
"12/29/2022","920.82","922.74","923.22","918.74","9.96M","-0.32%"
"12/28/2022","923.79","922.90","924.71","920.60","14.58M","0.06%"
"12/27/2022","923.26","921.99","925.62","921.62","14.49M","0.22%"
"12/23/2022","921.25","924.01","926.19","921.25","13.62M","-0.32%"
"12/22/2022","924.20","924.43","928.80","920.81","17.65M","0.04%"
"12/21/2022","923.86","917.34","924.46","917.34","14.15M","0.91%"
"12/20/2022","915.51","912.70","917.39","910.65","9.13M","-0.11%"
"12/19/2022","916.48","909.72","916.85","909.72","11.21M","0.51%"
"12/16/2022","911.85","913.65","913.65","902.81","28.37M","-0.57%"
"12/15/2022","917.10","922.78","925.85","915.25","30.17M","-0.71%"
"12/14/2022","923.63","922.02","924.48","919.13","38.48M","0.34%"
"12/13/2022","920.53","914.36","921.46","913.67","22.67M","0.83%"
"12/12/2022","912.94","917.05","917.05","911.75","18.97M","-0.33%"
"12/09/2022","915.99","916.18","918.55","912.79","13.83M","0.06%"
"12/08/2022","915.40","910.75","917.83","910.75","17.79M","0.56%"
"12/07/2022","910.29","903.80","913.09","903.20","38.25M","0.69%"
"12/06/2022","904.09","904.81","908.62","901.50","25.64M","0.09%"
"12/05/2022","903.25","905.94","905.94","893.38","36.39M","-0.08%"
"12/02/2022","903.97","921.85","922.89","903.80","28.31M","-2.00%"
"12/01/2022","922.42","916.26","925.04","912.48","21.87M","1.11%"
"11/30/2022","912.33","911.32","918.46","908.13","63.42M","0.05%"
"11/29/2022","911.91","910.17","912.82","909.70","18.42M","0.53%"
"11/28/2022","907.06","915.41","916.58","906.74","15.48M","-1.15%"
"11/25/2022","917.64","919.74","921.23","914.04","17.68M","-0.23%"
"11/24/2022","919.78","908.21","919.91","908.21","18.82M","1.48%"
"11/23/2022","906.40","900.30","908.79","900.30","26.02M","0.70%"
"11/22/2022","900.07","892.28","901.14","891.05","20.53M","0.93%"
"11/21/2022","891.81","888.31","891.85","885.03","10.83M","0.21%"
"11/18/2022","889.90","884.66","892.16","883.91","15.88M","0.75%"
"11/17/2022","883.28","888.53","891.88","879.74","15.73M","-0.43%"
"11/16/2022","887.09","901.98","901.98","883.31","27.29M","-1.86%"
"11/15/2022","903.87","900.53","904.76","899.69","31.48M","0.40%"
"11/14/2022","900.30","898.42","901.18","895.19","15.80M","0.28%"
"11/11/2022","897.78","907.35","910.38","894.99","31.78M","-0.13%"
"11/10/2022","898.94","888.42","900.55","886.51","19.21M","0.80%"
"11/09/2022","891.80","886.93","891.81","880.73","21.29M","0.48%"
"11/08/2022","887.54","888.98","894.08","884.18","12.12M","0.25%"
"11/07/2022","885.30","877.81","886.16","877.81","16.32M","0.71%"
"11/04/2022","879.10","862.39","879.21","862.39","24.51M","2.01%"
"11/03/2022","861.76","865.91","867.71","857.90","12.86M","-1.40%"
"11/02/2022","874.04","870.41","874.21","866.83","12.79M","0.67%"
"11/01/2022","868.25","875.46","877.03","865.45","18.25M","-0.69%"
"10/31/2022","874.27","862.60","874.28","862.60","19.65M","1.57%"
"10/27/2022","860.76","861.98","863.48","857.47","11.10M","-0.23%"
"10/26/2022","862.76","865.21","865.87","859.39","16.29M","-0.07%"
"10/25/2022","863.35","868.06","868.06","858.28","15.80M","-0.33%"
"10/24/2022","866.25","857.46","867.61","855.40","16.15M","1.32%"
"10/21/2022","854.99","854.65","854.99","847.06","11.84M","0.02%"
"10/20/2022","854.80","846.26","854.80","843.33","14.72M","0.78%"
"10/19/2022","848.17","848.66","851.17","843.61","14.93M","-0.34%"
"10/18/2022","851.04","846.83","851.87","845.79","21.04M","1.00%"
"10/17/2022","842.64","832.91","843.99","832.84","14.87M","1.24%"
"10/14/2022","832.32","825.75","838.71","825.75","19.21M","2.00%"
"10/13/2022","816.02","817.43","825.98","806.87","12.39M","-0.19%"
"10/12/2022","817.55","809.11","820.00","809.11","17.61M","1.06%"
"10/11/2022","808.98","813.19","815.82","808.92","9.83M","-0.69%"
"10/10/2022","814.61","811.10","815.62","804.43","7.99M","0.07%"
"10/07/2022","814.06","816.63","821.61","813.83","12.57M","-0.32%"
"10/06/2022","816.68","822.40","825.92","816.68","15.05M","-0.30%"
"10/05/2022","819.14","822.39","824.46","818.22","12.49M","-0.48%"
"10/04/2022","823.09","810.35","823.85","810.00","18.62M","2.35%"
"10/03/2022","804.19","792.36","804.78","787.23","11.83M","1.42%"
"09/30/2022","792.90","790.12","796.18","789.98","20.59M","0.56%"
"09/29/2022","788.46","791.92","796.24","788.30","14.19M","-0.37%"
"09/28/2022","791.42","793.88","798.12","783.06","20.74M","-0.88%"
"09/27/2022","798.41","799.01","805.35","798.41","19.61M","0.72%"
"09/26/2022","792.73","795.00","801.33","783.93","15.60M","-0.67%"
"09/23/2022","798.11","816.25","819.59","795.76","23.30M","-2.39%"
"09/22/2022","817.61","818.24","827.12","817.33","15.47M","-1.05%"
"09/21/2022","826.32","827.22","829.86","820.40","18.37M","-0.90%"
"09/20/2022","833.86","836.09","842.03","833.79","14.06M","0.06%"
"09/19/2022","833.36","831.38","835.25","827.22","9.09M","-0.34%"
"09/16/2022","836.17","835.44","838.43","830.58","36.97M","-0.36%"
"09/15/2022","839.23","839.41","847.78","839.23","22.07M","0.31%"
"09/14/2022","836.63","832.89","838.85","832.57","19.94M","-0.50%"
"09/13/2022","840.81","853.30","854.31","839.40","21.56M","-1.07%"
"09/12/2022","849.89","845.63","854.47","845.63","15.96M","0.95%"
"09/09/2022","841.91","832.07","846.04","832.07","31.22M","1.93%"
"09/08/2022","825.96","825.32","831.69","822.21","23.46M","0.42%"
"09/07/2022","822.51","828.32","835.55","818.79","24.80M","-1.49%"
"09/06/2022","834.91","834.01","839.87","828.18","9.81M","0.67%"
"09/05/2022","829.34","838.82","838.82","828.13","26.61M","-1.83%"
"09/02/2022","844.78","846.14","851.13","836.58","24.55M","0.19%"
"09/01/2022","843.17","850.56","854.71","842.70","19.80M","-1.54%"
"08/31/2022","856.36","855.65","860.15","854.24","24.90M","0.08%"
"08/30/2022","855.70","871.79","879.26","855.70","17.83M","-1.45%"
"08/29/2022","868.25","887.51","887.87","864.41","29.12M","-2.85%"
"08/26/2022","893.74","894.78","895.76","888.57","9.93M","-0.27%"
"08/25/2022","896.12","896.90","900.98","893.75","17.27M","0.42%"
"08/24/2022","892.37","889.22","892.99","881.18","31.87M","0.10%"
"08/23/2022","891.46","894.66","897.99","891.05","21.14M","-0.55%"
"08/22/2022","896.41","899.14","899.14","890.98","26.99M","-0.31%"
"08/19/2022","899.16","895.39","902.37","892.97","27.83M","0.17%"
"08/18/2022","897.63","891.26","897.83","889.59","20.52M","0.36%"
"08/17/2022","894.37","892.15","896.05","887.92","27.20M","0.13%"
"08/16/2022","893.23","880.31","893.25","880.02","43.82M","1.65%"
"08/12/2022","878.76","881.14","881.83","873.63","18.45M","-0.45%"
"08/11/2022","882.77","880.44","885.01","876.42","15.58M","0.83%"
"08/10/2022","875.47","858.14","876.46","858.14","16.88M","1.86%"
"08/09/2022","859.52","860.51","865.05","856.92","14.62M","-0.09%"
"08/08/2022","860.32","848.53","860.60","846.94","17.26M","1.31%"
"08/05/2022","849.23","868.00","870.22","847.63","28.32M","-2.11%"
"08/04/2022","867.51","872.53","876.54","865.95","27.40M","-0.31%"
"08/03/2022","870.24","868.76","872.51","866.37","41.90M","0.05%"
"08/02/2022","869.82","861.56","869.92","857.40","28.74M","0.70%"
"08/01/2022","863.81","855.30","868.90","854.56","31.72M","1.50%"
"07/29/2022","851.05","843.37","851.24","843.37","20.45M","1.37%"
"07/28/2022","839.52","838.15","842.19","835.92","19.57M","0.56%"
"07/27/2022","834.85","832.88","835.65","831.50","19.39M","0.67%"
"07/26/2022","829.26","829.50","831.10","825.95","11.55M","0.04%"
"07/25/2022","828.89","830.16","833.65","826.36","11.47M","-0.13%"
"07/22/2022","829.97","827.60","836.49","824.22","19.41M","0.47%"
"07/21/2022","826.11","817.03","828.22","816.84","21.20M","1.32%"
"07/20/2022","815.32","811.34","821.22","810.99","20.81M","1.14%"
"07/19/2022","806.11","803.44","806.42","797.90","13.43M","0.23%"
"07/18/2022","804.24","798.14","804.78","798.14","9.76M","1.21%"
"07/15/2022","794.62","797.77","801.37","793.54","11.47M","-0.22%"
"07/14/2022","796.41","804.45","808.59","790.48","20.98M","-0.86%"
"07/13/2022","803.28","796.07","808.20","794.22","17.68M","1.09%"
"07/12/2022","794.60","786.65","796.63","783.52","25.08M","0.64%"
"07/11/2022","789.58","797.21","799.27","788.88","21.81M","-1.57%"
"07/08/2022","802.16","799.31","805.63","797.70","67.00M","0.87%"
"07/07/2022","795.24","784.74","798.55","782.76","39.73M","2.06%"
"07/06/2022","779.20","787.18","792.22","779.20","38.22M","-0.06%"
"07/05/2022","779.68","805.75","808.44","778.84","35.69M","-3.21%"
"07/04/2022","805.55","806.35","812.23","801.57","18.07M","-0.03%"
"07/01/2022","805.79","813.10","817.14","803.58","19.46M","-0.57%"
